0,0,0,5.599,-4.659,-9.08,0,7.075,2.337,0,0,-0.229,9.204,7.858,-9.824,-8.475,0,0,-8.759,0,0,-4.609,0,0,0,-6.537,0.795,0,2.901,1.522,-8.673,0,-1.223,-3.093,3.355,0,4.186,9.621,-9.261,-7.415,-2.583,9.266,9.533,0,-0.627,5.537,0,0,5.041,5.561,6.632,-1.396,-0.544,0.317,9.565,9.973,-6.71,5.018,-5.455,-2.588,0,7.422,-1.915,-8.731,1.378,0,4.192,4.061,5.919,9.493,9.397,7.483,0,2.248,0.655,7.124,-7.052,0,-2.713,-6.974,7.533,7.069,8.514,1.879,6.842,0.76,0,-3.915,-9.684,9.051,-3.678,-0.496,-9.804,-8.739,-4.984,-9.408,7.639,0,6.766,5.948,-3.367,0,-4.892,5.646,-3.522,0,0,1.63,6.418,7.687,0,0,9.696,7.933,-0.193,9.659,-8.155,4.815,0,0,-3.148,-8.2,0,-2.795,0,0.156,0,0,-17.339
-9.834,0,0,0,5.409,3.234,9.135,0,9.418,7.97,0,0,9.094,-0.338,3.142,0.366,0,-5.016,2.392,-9.734,-6.528,-9.782,6.826,6.822,0,6.919,6.327,-6.735,3.586,4.521,-0.955,0,0,1.666,-5.216,-3.565,5.104,-4.058,0,0,0,7.706,-0.312,-0.306,-5.848,0,0.849,7.691,-1.397,-5.814,5.652,2.404,0,-2.17,0,-2.678,8.417,-2.794,9.381,0,0,-8.722,1.369,7.082,8.782,0.493,-7.037,2.8,1.679,-5.874,0,5.481,-4.664,-8.588,5.006,-8.974,-4.925,3.845,-0.273,-9.237,0,-6.387,4.197,-3.632,0,0,0,0,5.377,-0.548,1.668,1.36,-9.791,-9.895,-6.738,3.418,-8.133,7.338,-4.341,-6.315,0,-8.21,0,2.156,0.834,0,4.445,8.734,-8.978,4.733,-4.319,8.963,0,-5.386,0,7.544,-1.392,0,0,0,-2.634,-6.948,-7.597,-1.013,9.557,-2.799,-4.178,0,245.867
8.566,0,-7.272,2.45,3.872,0,7.157,-1.462,3.817,0,-4.456,-8.287,0,7.173,-1.598,0,2.523,0,-2.276,8.841,0,0.093,-3.956,-0.55,0,-4.365,8.739,-0.777,3.587,-3.527,9.656,8.132,-6.228,-4.607,0,0,4.177,-8.412,-0.991,6.832,-4.661,0,0,-8.745,-7.489,-6.381,0,3.355,3.11,2.64,0,0,1.156,-6.386,-3.751,8.844,7.968,-2.733,-4.097,-0.874,-7.955,5.986,7.013,2.424,-2.863,-4.475,0,-7.633,-7.647,-8.282,1.435,8.699,-1.656,-6.018,-0.166,-3.65,1.969,3.028,0,-3.436,-2.368,-1.276,5.427,-5.96,-0.644,0.223,-7.563,0,-3.642,0,-6.308,-1.603,-2.524,5.918,0,7.529,-0.921,7.82,-6.198,8.201,0,4.139,2.444,3.82,-1.356,0,0.569,-6.113,-9.921,1.238,-6.371,7.548,-8.466,0,0,0,-9.468,0,7.297,-9.192,9.273,-5.528,-7.733,-6.22,6.182,0,-8.064,-0.719,-300.522
-8.058,9.445,-6.734,0,-4.972,0.484,-6.984,0,9.556,-2.746,0,6.153,3.355,-9.913,2.614,3.397,-1.547,-4.248,0,4.875,8.925,0,5.011,5.134,7.055,-5.768,0,0,2.641,-0.363,-6.694,0,0,-4.081,3.544,-0.105,-3.061,-9.839,-4.057,-3.33,6.422,-7.09,8.309,-8.246,0,0,0.332,-5.806,0.796,0,0,7.033,0,8.216,0,3.642,-1.876,-4.645,-1.188,5.015,-8.07,0,-5.454,-5.071,7.505,-0.895,0,1.184,-0.724,9.299,5.494,2.822,0.136,5.094,-1.368,-9.555,-8.339,-1.075,0.402,-6.555,4.479,0,8.369,0,1.119,-7.355,5.149,0,0,-8.855,-7.979,-1.798,5.362,0,-9.152,-2.673,-9.979,0.078,-4.376,0,0.679,5.927,-8.87,0,-8.962,-1.765,0,5.577,-9.475,0,-0.968,4.59,-8.66,7.95,4.707,-9.589,9.689,2.246,0,-9.437,9.92,4.498,-4.116,-9.39,-7.437,4.928,0.974,-5.124,-36.068
0.072,-1.485,1.101,-7.358,4.809,-3.737,0,-3.384,9.608,8.675,-9.082,0,-0.676,-0.52,3.35,-1.957,-3.432,3.191,-9.98,-8.639,0,-7.207,0,2.837,-1.629,-6.923,0,6.412,0,2.441,0,0,-3.779,-3.54,-8.499,5.601,-2.019,1.976,3.622,-4.614,-9.294,9.269,0,0,0,-1.705,-6.187,3.802,-3.075,3.496,-4.292,-6.523,7.744,8.134,7.034,0,1.523,8.725,9.719,3.921,-8.567,-9.578,0.198,0,1.141,0.193,0,-4.415,9.455,0.139,-6.6,-1.458,2.15,8.94,0,-8.873,-5.988,-6.093,7.835,-2.722,8.649,-1.35,0,3.861,-7.589,-5.417,6.899,1.543,9.29,-5.467,-1.423,0,0,-1.937,-9.346,4.11,8.021,8.365,9.309,5.863,-9.521,8.991,0,-1.463,9.409,0,0,-6.394,8.13,4.06,-7.894,-6.862,1.406,0,0,4.891,3.806,0,2.256,0,3.053,-9.408,8.777,-1.221,3.022,-6.892,8.341,8.952,454.961
-4.247,0.239,-2.535,-2.438,-1.774,-6.657,4.528,0,-5.311,-2.79,9.757,-7.835,0,-6.811,6.787,-3.739,6.057,3.097,-4.703,5.789,0,0,8.66,1.25,-9.879,0,-5.269,4.23,6.86,5.016,0,0.204,1.557,0,4.987,-4.191,8.265,2.669,-0.406,7.594,-9.182,0,-0.082,-1.576,-2.2,7.327,-5.598,2,0,-1.487,0,6.024,-4.551,5.712,9.567,7.616,-6.257,0,-7.087,0.98,0,-6.788,-9.9,-2.362,4.836,0.886,-3.642,-3.697,6.704,-8.89,-9.538,8.157,7.325,0.768,-5.658,9.529,0,-8.339,-6.804,6.52,9.34,-7.06,-8.207,0,0,-8.812,3.151,-5.328,-5.623,-9.649,-4.278,9.84,-8.071,1.709,-2.248,7.031,-4.735,0,-6.22,0,-8.071,3.16,-8.908,3.667,0,0.259,0,4.635,-2.542,0,0,6.426,-9.829,6.86,-9.208,-5.661,-6.629,3.601,8.66,7.012,-8.711,-0.653,4.73,1.853,0,-0.871,4.788,-2.365,-86.343
0.17,2.361,-1.874,7.298,0,0,-0.482,9.968,-2.584,7.664,5.278,-1.515,0,-4.36,0,0,-5.638,-8.165,0,-7.455,-0.738,0,-3.761,0.497,-3.765,-5.816,3.01,-8.652,0.427,-1.946,-7.33,0,7.256,-5.269,-1.472,9.377,2.467,0,-4.083,-6.946,-5.056,0,0,-1.418,-9.483,6.852,-0.62,-1.764,-5.712,-0.194,7.45,1.136,4.881,3.137,-6.507,9.657,3.466,-7.642,0,-2.697,4.501,9.24,-8.701,0.835,0,8.06,9.886,-3.661,-6.62,0.069,9.286,7.541,1.771,-5.437,-9.213,-4.764,-1.974,3.72,3.183,0,-6.044,0,9.376,0,0,-4.649,0,-5.363,-9.583,6.274,5.542,0,0,-2.977,1.611,6.962,-5.146,3.651,4.103,7.336,-2.164,-2.514,1.242,6.818,0,0,0,-9.374,-1.135,0.504,8.175,5.164,9.658,-4.916,9.168,-9.638,0,3.808,2.741,0,5.236,4.625,-9.08,0,-4.692,-4.839,-2.104,-5.7,-37.808
-7.253,-5.449,5.559,-3.048,6.071,9.651,-4.265,0,-4.504,-0.36,-5.94,0,3.883,1.796,0,-0.736,3.425,-7.933,5.931,3.501,0,0,-7.24,4.526,4.969,8.428,5.436,-1.425,0,0,0,-0.766,-3.975,7.959,0,6.144,-9.931,7.846,3.511,0,-3.849,9.345,-7.976,-0.749,0,0,-6.702,5.413,-5.946,-7.488,-9.098,0,-4.249,-9.683,-8.606,0,0,1.275,-7.81,-4.989,-2.869,-5.768,3.002,-2.245,-4.121,-1.058,0,1.71,-1.369,0,-8.474,-5.666,1.416,7.162,3.61,5.361,-9.747,0,0,8.806,0.399,1.79,-1.92,-6.169,-8.114,-0.386,-0.01,0,3.766,-7.412,2.479,8.167,-9.36,0,-3.815,-0.403,-5.289,-7.118,-5.814,-4.232,8.488,5.957,7.613,3.161,4.894,-4.003,-3.379,4.782,0,-8.511,-7.905,-3.849,6.402,-7.024,8.535,4.493,-1.905,7.663,0,0,3.097,0,-2.797,-8.383,0,3.37,0,-0.432,-236.441
0,-7.23,0,-1.238,1.502,7.192,9.403,8.43,1.687,0,0.786,4.712,3.897,-7.644,3.12,3.26,-9.765,-2.395,9.975,0,-0.666,-4.336,8.491,-7.929,-8.629,3.96,9.792,-0.002,6.27,0.07,0,-3.101,-3.171,-2.881,-3.441,0,7.889,-9.777,0,-1.676,3.908,0,0,-1.492,7.266,2.734,4.166,4.964,0,6.555,7.333,-6.719,0,7.949,-4.117,-5.323,4.4,8.726,-3.279,0,7.721,-7.339,0,-0.043,8.782,-5.931,0.714,0,1.171,4.467,1.594,-0.531,-7.864,-2.503,-1.007,6.617,3.726,0,-9.031,6.22,-9.933,0,4.155,-8.564,0,-7.462,0,0,0,-7.808,-0.138,0,0,-6.417,-6.163,6.67,-0.266,-6.17,-9.117,-1.989,-9.457,0,0,-4.073,-8.795,-0.336,6.154,3.372,-6.896,0,-7.874,0.551,-0.303,4.676,-5.894,-6.406,-5.776,-1.472,0,7.52,7.748,-4.757,8.692,-3.045,-2.365,-6.565,0,5.354,-86.965
-3.792,0,0,-5.158,0,-7.169,8.865,0,1.973,9.372,-6.116,9.31,0.07,-4.907,-7.193,-5.626,-2.773,-9.532,0,5.869,-8.618,8.602,-6.904,0.883,1.432,8.936,9.513,3.504,-8.553,3.866,5.139,0,-7.353,0,-3.068,-7.138,6.462,2.229,-7.062,-3.738,-4.456,0,2.324,8.356,-8.163,0,-9.2,2.922,6.79,-8.017,-5.162,7.374,9.467,-1.442,0,0,-8.715,-9.613,-5.856,0,9.491,-3.956,0,-9.696,-8.585,7.081,0,0.97,-7.52,-1.658,0,6.443,-7.525,-1.655,0,7.071,-4.263,4.864,9.78,-6.549,9.572,-0.009,8.883,5.757,0,0,-5.678,-1.763,-4.524,-3.625,0,-8.296,0,5.774,7.385,0,7.457,-3.264,0,8.862,5.455,-6.144,8.962,-1.169,-0.516,7.574,0,3.615,-1.616,1.786,6.133,3.566,-8.155,-5.462,-4.453,-0.381,5.456,9.831,0.04,0,-9.592,-0.036,2.091,-0.297,-4.893,-1.235,-8.871,2.148,578.951
3.909,-3.362,0,-0.308,-4.254,0,0,0.031,4.78,-2.701,0.742,0,-0.496,-7.346,0,0.865,0.489,0,6.872,6.695,0.623,-6.962,0,8.003,-1.135,0,0,-7.697,-1.723,0,4.906,-3.291,0,0.235,6.493,0,2.426,0,9.152,2.778,0.263,-1.245,-5.393,-7.811,0,0,-5.949,-4.461,4.209,-4.1,7.471,-0.189,-6.706,0,0,4.841,-7.299,-4.771,8.168,4.031,3.003,-6.767,0,-4.894,-5.759,-7.877,0,-4.481,9.285,0.297,-9.325,-9.74,-7.608,4.505,0,9.578,-4.289,-4.93,-2.57,-1.254,-6.948,-3.803,-4.133,-3.653,0,-8.2,-8.497,6.98,-2.289,-5.475,-6.807,-3.614,1.65,-3.983,3.998,-7.801,0,7.647,0,3.008,1.939,-1.923,8.823,8.192,6.57,6.231,2.918,0,7.181,8.06,-4.561,7.645,-2.396,-8.401,-4.854,0,-7.735,3.023,-9.892,-4.975,-2.101,0,-3.688,0,6.985,-6.085,0.917,0,631.544
4.007,-1.17,0,-0.902,-4.634,1.052,-5.833,0,3.195,0,0,-9.899,-0.76,-9.66,-6.798,-0.379,0,0,2.796,-8.764,0,-2.463,-9.614,5.947,-3.97,0.176,0,0,4.752,7.208,-6.208,2.032,-0.266,-7.391,0,0,0,0,-8.91,4.066,0,1.164,0,-7.357,0,-8.475,0,-9.581,8.801,5.975,9.6,5.976,1.364,8.869,8.198,7.733,-3.347,0,0.54,1.529,0.464,-1.739,0,-6.572,0,-0.991,0,6.706,1.464,-2.033,2.671,0,-2.048,-5.616,0,0,5.903,0.632,7.186,0,0,-9.902,0.45,0,0,0,-9.248,0,0,0,-2.936,0.382,5.191,8.947,7.502,-0.913,1.407,0,0,5.999,-7.337,4.023,0,0,6.582,1.804,-2.044,0,8.113,-3.473,6.438,5.111,-8.008,-5.892,-2.382,-6.467,-7.594,5.083,5.656,0,7.247,8.712,3.597,0,0,5.693,4.084,5.021,24.755
0,0,-7.206,6.754,-0.643,-5.319,-4.367,-4.856,1.471,-7.734,7.173,0,2.661,9.274,5.295,0,0,8.596,-8.108,0.526,-8.332,-4.734,0,2.025,0,2.198,7.109,1.105,-1.855,0,0,9.781,7.461,-3.487,7.115,0,-8.189,9.689,0,0,8.455,1.36,-1.944,1.634,8.748,3.333,-2.177,-2.217,7.382,0,3.589,-6.754,0,4.612,-7.288,9.675,0,1.73,-9.931,8.253,5.086,3.313,-1.271,-5.711,-6.569,-5.163,1.404,1.99,3.088,0.604,-3.258,0,-3.103,0,-4.164,0,3.637,-1.99,1.528,1.043,-1.044,0,4.956,0,-3.275,-0.693,4.191,-1.872,1.169,0,-2.713,0.45,-0.917,0,5.143,4.041,-5.859,-4.625,-1.845,7.16,5.159,7.582,-2.853,9.095,4.534,0.159,-8.691,-6.234,1.764,8.814,-1.236,9.699,1.442,4.524,7.605,7.922,0,-9.665,-7.83,-8.985,-3.496,-1.915,-9.69,7.396,-7.594,2.026,7.714,0,22.934
-9.946,4.101,-1.068,6.799,3.044,-4.92,3.26,6.889,-9.947,0,-0.817,5.364,-6.071,0,-8.776,0,-0.053,2.09,-2.95,2.369,0,-1.648,-2.36,-5.861,-5.892,-2.681,-1.416,0,0.798,-7.721,-2.762,8.331,-8.689,2.806,0,9.166,5.871,8.3,-6.989,2.46,2.517,-8.422,-3.59,-0.859,4.262,0,0,-9.002,6.274,0,0,-8.293,-6.284,-5.046,-1.434,8.992,3.219,6.386,-8.569,3.969,-8.48,3.154,6.774,-7.743,0,-6.432,0.024,-6.603,0.06,-1.473,3.524,4.71,0,6.321,-6.461,-8.188,0,1.223,2.603,-1.37,2.937,-2.033,5.921,-8.802,-9.139,9.329,6.707,-6.008,5.534,0,0.098,-5.447,0,3.276,0,4.426,8.778,-3.689,0,-2.773,-7.318,2.418,9.74,-0.518,-9.891,-6.385,6.196,1.859,-8.708,-3.414,1.297,-7.535,0.537,-8.24,-1.451,-5.578,6.709,5.063,-5.296,-0.831,-5.945,-8.104,0.489,2.88,-9.777,8.994,-0.897,0,-190.437
-0.433,-0.615,2.206,0,9.284,-5.402,0,0,-2.985,-3.303,8.634,8.314,9.228,-1.748,0.467,6.921,0.92,-1.506,0,-3.105,-7.751,3.009,-8.484,1.576,-5.818,0,-9.554,5.003,-4.304,-5.569,-3.616,-7.78,-8.355,-7.127,-8.451,2.88,3.06,6.01,0,-3.306,-9.708,-2.518,0.563,6.92,0,1.301,6.82,1.777,1.032,-6.041,-3.546,0.432,9.663,-0.604,-8.003,-5.37,-0.926,6.055,-1.798,3.315,-4.668,0,1.523,-2.764,-2.935,8.02,-2.636,7.687,-0.319,4.006,0,-4.973,-8.568,-6.274,2.495,3.839,-4.64,-1.344,0,7.012,6.173,0,0,8.168,0,-0.648,-6.575,2.501,-2.552,-6.557,0,-8.066,0,-6.609,3.396,0.099,9.011,-9.058,8.262,-1.071,-0.735,0,0,2.17,8.505,9.056,2.69,3.219,-4.98,-5.515,-8.166,7.948,-8.876,1.232,-9.961,0,-5.265,-9.442,-6.288,7.44,6.966,-5.72,3.042,-5.594,-4.692,-8.908,-2.081,4.496,370.558
-8.774,9.347,1.114,4.793,-2.873,-2.454,-7.024,0,7.091,2.84,0,8.372,0,0.603,8.98,7.303,3.072,9.139,-3.376,-2.341,-2.331,-1.137,9.202,6.963,-9.415,0,-9.335,-6.683,-5.627,-7.867,-2.803,1.903,0,0,-1.096,-9.657,-4.292,0,-8.92,3.868,0,5.377,3.445,-5,5.632,0,1.242,-2.43,-8.463,6.091,-8.341,-4.081,-8.318,0,0,-1.936,-8.8,4.409,0.519,8.572,3.16,-4.223,3.446,4.904,-1.833,-2.997,0,1.051,0,7.174,0,0,-1.197,0,0,-4.952,-8.258,0,6.971,-7.909,-4.847,8.511,-6.772,4.361,3.606,-3.681,-3.698,0,7.24,0,2.797,0,9.279,-7.219,1.548,9.146,0,-1.459,0,8.702,-6.243,0,-7.697,-5.221,0,-8.227,-0.122,0,8.542,0,7.569,6.507,0,-3.311,-9.116,-1.071,0,0,4.74,2.612,1.954,4.332,3.861,-3.239,6.266,0,7.731,4.743,-31.107
-7.781,-6.913,-7.011,-0.914,-1.551,-5.022,0,4.025,0,-9.971,0,0,8.337,9.792,0.406,0,-0.988,1.503,8.586,2.731,0,1.904,7.874,5.93,-8.594,8.544,0,-6.014,3.23,-3.645,0,0,-4.48,-6.53,0,0,-5.716,7.13,-3.822,0,4.534,0,0,0.385,9.493,9.069,-1.554,0,8.122,3.679,3.765,2.314,5.453,7.891,6.476,2.629,-2.918,-7.788,-1.866,0,2.124,-4.804,-1.47,-8.401,6.619,-2.809,6.191,-8.304,0.029,-4.991,0,6.587,0,-3.91,0,3.906,0,-4.326,0,3.466,5.988,-4.915,-2.746,0,-4.922,6.693,-8.932,-1.327,-9.752,9.36,1.244,-2.337,-9.411,-8,-0.882,8.231,-6.629,0,9.623,-4.81,6.13,-3.28,-9.583,-7.079,1.225,-3.886,2.442,6.624,0,8.637,0.647,5.109,9.44,4.416,2.928,6.147,-5.761,-0.991,0,0,9.495,3.276,-8.831,-4.344,-9.419,-5.173,0,-5.745,-101.202
